iter	Passed	Remaining
361	1489	2624
362	1492	2619
363	1496	2614
364	1500	2610
365	1503	2604
366	1507	2599
367	1510	2594
368	1514	2589
369	1518	2584
370	1521	2580
371	1525	2575
372	1528	2569
373	1532	2565
374	1536	2560
375	1539	2555
376	1543	2550
377	1546	2545
378	1550	2540
379	1553	2534
380	1556	2528
381	1559	2523
382	1563	2518
383	1567	2514
384	1570	2509
385	1574	2504
386	1578	2499
387	1581	2495
388	1585	2490
389	1588	2485
390	1592	2480
391	1595	2475
392	1599	2470
393	1603	2465
394	1606	2461
395	1609	2455
396	1613	2450
397	1617	2446
398	1621	2441
399	1624	2436
400	1628	2432
401	1631	2427
402	1635	2422
403	1639	2418
404	1643	2414
405	1646	2409
406	1650	2404
407	1653	2399
408	1656	2394
409	1660	2389
410	1663	2384
411	1667	2379
412	1670	2374
413	1674	2370
414	1678	2365
415	1681	2360
416	1685	2356
417	1689	2352
418	1692	2347
419	1696	2343
420	1700	2338
421	1704	2334
422	1707	2329
423	1711	2325
424	1715	2320
425	1718	2316
426	1722	2312
427	1729	2311
428	1733	2307
429	1737	2303
430	1741	2298
431	1744	2294
432	1748	2289
433	1752	2285
434	1755	2280
435	1759	2275
436	1762	2271
437	1766	2266
438	1770	2262
439	1773	2257
440	1777	2253
441	1781	2249
442	1785	2245
443	1789	2240
444	1793	2236
445	1797	2232
446	1800	2228
447	1804	2223
448	1808	2219
449	1812	2215
450	1816	2211
451	1820	2206
452	1823	2202
453	1827	2197
454	1830	2193
455	1834	2188
456	1838	2183
457	1841	2179
458	1844	2174
459	1848	2169
460	1851	2165
461	1855	2160
462	1859	2156
463	1862	2151
464	1866	2147
465	1870	2142
466	1873	2138
467	1876	2133
468	1880	2129
469	1884	2124
470	1887	2120
471	1891	2115
472	1895	2111
473	1898	2106
474	1901	2102
475	1905	2097
476	1909	2093
477	1912	2088
478	1916	2084
479	1919	2079
480	1922	2074
481	1926	2070
482	1930	2066
483	1934	2062
484	1937	2057
485	1941	2053
486	1945	2049
487	1948	2044
488	1952	2040
489	1955	2035
490	1959	2031
491	1963	2027
492	1967	2022
493	1970	2018
494	1974	2014
495	1977	2009
496	1981	2005
497	1984	2000
498	1988	1996
499	1991	1991
500	1995	1987
501	1999	1983
502	2002	1979
503	2006	1974
504	2010	1970
505	2014	1966
506	2018	1962
507	2022	1958
508	2025	1954
509	2029	1949
510	2032	1945
511	2035	1940
512	2040	1936
513	2043	1932
514	2047	1928
515	2051	1924
516	2054	1919
517	2058	1915
518	2062	1911
519	2066	1907
520	2069	1902
521	2073	1898
522	2076	1893
523	2080	1889
524	2083	1885
525	2087	1880
526	2090	1876
527	2094	1871
528	2097	1867
529	2101	1863
530	2104	1859
531	2108	1855
532	2112	1851
533	2116	1846
534	2120	1842
535	2124	1838
536	2127	1834
537	2130	1829
538	2134	1825
539	2137	1820
540	2140	1816
541	2144	1811
542	2147	1807
543	2151	1803
544	2154	1799
545	2158	1794
546	2162	1790
547	2166	1786
548	2169	1782
549	2173	1778
550	2176	1773
551	2180	1769
552	2183	1765
553	2187	1760
554	2190	1756
555	2194	1752
556	2197	1747
557	2201	1743
558	2205	1739
559	2209	1735
560	2213	1731
561	2216	1727
562	2220	1723
563	2224	1719
564	2228	1715
565	2232	1711
566	2235	1707
567	2239	1703
568	2242	1698
569	2246	1694
570	2250	1690
571	2254	1686
572	2257	1682
573	2261	1678
574	2264	1674
575	2268	1670
576	2272	1665
577	2275	1661
578	2279	1657
579	2283	1653
580	2286	1649
581	2290	1645
582	2294	1641
583	2298	1636
584	2301	1632
585	2305	1628
586	2309	1624
587	2312	1620
588	2316	1616
589	2320	1612
590	2323	1608
591	2327	1603
592	2330	1599
593	2333	1595
594	2337	1591
595	2341	1587
596	2344	1582
597	2348	1578
598	2352	1574
599	2355	1570
600	2359	1566
601	2362	1562
602	2366	1557
603	2369	1553
604	2372	1549
605	2376	1544
606	2379	1540
607	2383	1536
608	2386	1532
609	2390	1528
610	2394	1524
611	2397	1520
612	2401	1516
613	2405	1512
614	2409	1508
615	2413	1504
616	2417	1500
617	2421	1496
618	2424	1492
619	2428	1488
620	2432	1484
621	2435	1480
622	2438	1475
623	2442	1471
624	2445	1467
625	2449	1463
626	2453	1459
627	2456	1455
628	2460	1451
629	2464	1447
630	2468	1443
631	2471	1439
632	2475	1435
633	2479	1431
634	2482	1427
635	2486	1423
636	2489	1418
637	2493	1414
638	2497	1410
639	2501	1406
640	2504	1402
641	2508	1398
642	2512	1394
643	2515	1390
644	2519	1386
645	2523	1382
646	2526	1378
647	2530	1374
648	2534	1370
649	2537	1366
650	2541	1362
651	2545	1358
652	2548	1354
653	2552	1350
654	2555	1346
655	2559	1341
656	2563	1338
657	2566	1334
658	2570	1330
659	2574	1326
660	2577	1321
661	2580	1317
662	2584	1313
663	2587	1309
664	2591	1305
665	2594	1301
666	2598	1297
667	2602	1293
668	2605	1289
669	2609	1285
670	2612	1281
671	2616	1277
672	2620	1273
673	2623	1269
674	2627	1264
675	2630	1260
676	2634	1256
677	2637	1252
678	2641	1248
679	2645	1244
680	2648	1240
681	2652	1236
682	2655	1232
683	2659	1228
684	2663	1224
685	2667	1220
686	2670	1216
687	2673	1212
688	2677	1208
689	2680	1204
690	2684	1200
691	2687	1196
692	2691	1192
693	2695	1188
694	2699	1184
695	2702	1180
696	2706	1176
697	2710	1172
698	2713	1168
699	2717	1164
700	2721	1160
701	2725	1156
702	2728	1152
703	2732	1148
704	2736	1144
705	2739	1141
706	2743	1137
707	2747	1133
708	2751	1129
709	2754	1125
710	2758	1121
711	2761	1117
712	2765	1113
713	2768	1108
714	2772	1105
715	2775	1101
716	2779	1096
717	2782	1092
718	2786	1089
719	2789	1084
720	2793	1080
721	2797	1076
722	2800	1073
723	2804	1069
724	2807	1065
725	2811	1061
726	2814	1057
727	2818	1052
728	2821	1048
729	2824	1044
730	2828	1040
731	2832	1036
732	2835	1032
733	2839	1028
734	2842	1024
735	2846	1021
736	2850	1017
737	2854	1013
738	2857	1009
739	2861	1005
740	2864	1001
741	2868	997
742	2871	993
743	2875	989
744	2878	985
745	2882	981
746	2885	977
747	2889	973
748	2892	969
749	2896	965
750	2899	961
751	2903	957
752	2906	953
753	2910	949
754	2913	945
755	2917	941
756	2920	937
757	2924	933
758	2927	929
759	2930	925
760	2934	921
761	2937	917
762	2941	913
763	2944	909
764	2948	905
765	2952	901
766	2956	898
767	2960	894
768	2964	890
769	2967	886
770	2971	882
771	2974	878
772	2978	874
773	2981	870
774	2985	866
775	2989	862
776	2993	859
777	2996	855
778	3000	851
779	3003	847
780	3007	843
781	3010	839
782	3014	835
783	3017	831
784	3021	827
785	3025	823
786	3029	819
787	3033	816
788	3036	812
789	3040	808
790	3044	804
791	3047	800
792	3051	796
793	3054	792
794	3058	788
795	3061	784
796	3065	780
797	3068	776
798	3072	772
799	3075	768
800	3079	765
801	3083	761
802	3086	757
803	3090	753
804	3094	749
805	3097	745
806	3101	741
807	3105	737
808	3108	733
809	3111	729
810	3115	726
811	3118	722
812	3122	718
813	3126	714
814	3129	710
815	3133	706
816	3136	702
817	3140	698
818	3143	694
819	3147	690
820	3151	687
821	3154	683
822	3158	679
823	3161	675
824	3165	671
825	3168	667
826	3172	663
827	3175	659
828	3179	655
829	3182	651
830	3186	648
831	3190	644
832	3193	640
833	3197	636
834	3201	632
835	3205	628
836	3208	624
837	3212	621
838	3216	617
839	3219	613
840	3223	609
841	3226	605
842	3230	601
843	3233	597
844	3237	593
845	3241	590
846	3245	586
847	3248	582
848	3252	578
849	3256	574
850	3259	570
851	3263	566
852	3266	562
853	3270	559
854	3273	555
855	3277	551
856	3281	547
857	3284	543
858	3288	539
859	3292	535
860	3296	532
861	3300	528
862	3303	524
863	3306	520
864	3310	516
865	3314	512
866	3317	508
867	3321	505
868	3325	501
869	3328	497
870	3332	493
871	3335	489
872	3339	485
873	3343	481
874	3346	478
875	3350	474
876	3353	470
877	3357	466
878	3360	462
879	3364	458
880	3367	454
881	3371	451
882	3375	447
883	3379	443
884	3382	439
885	3386	435
886	3390	431
887	3394	428
888	3397	424
889	3401	420
890	3404	416
891	3408	412
892	3411	408
893	3414	404
894	3418	401
895	3422	397
896	3425	393
897	3429	389
898	3433	385
899	3436	381
900	3440	378
901	3444	374
902	3448	370
903	3451	366
904	3455	362
905	3458	358
906	3462	355
907	3465	351
908	3469	347
909	3472	343
910	3476	339
911	3479	335
912	3483	331
913	3487	328
914	3490	324
915	3494	320
916	3498	316
917	3501	312
918	3505	308
919	3508	305
920	3512	301
921	3516	297
922	3520	293
923	3524	289
924	3528	286
925	3531	282
926	3536	278
927	3539	274
928	3543	270
929	3547	267
930	3551	263
931	3554	259
932	3558	255
933	3562	251
934	3565	247
935	3569	244
936	3572	240
937	3576	236
938	3580	232
939	3584	228
940	3588	224
941	3592	221
942	3595	217
943	3599	213
944	3602	209
945	3606	205
946	3610	202
947	3614	198
948	3617	194
949	3620	190
950	3624	186
951	3628	182
952	3632	179
953	3635	175
954	3639	171
955	3642	167
956	3646	163
957	3650	160
958	3653	156
959	3657	152
960	3660	148
961	3664	144
962	3667	140
963	3671	137
964	3674	133
965	3678	129
966	3682	125
967	3685	121
968	3689	118
969	3692	114
970	3695	110
971	3699	106
972	3702	102
973	3705	98
974	3709	95
975	3713	91
976	3716	87
977	3720	83
978	3723	79
979	3727	76
980	3731	72
981	3734	68
982	3738	64
983	3742	60
984	3746	57
985	3749	53
986	3753	49
987	3757	45
988	3761	41
989	3764	38
990	3768	34
991	3771	30
992	3775	26
993	3778	22
994	3782	19
995	3786	15
996	3790	11
997	3793	7
998	3797	3
999	3800	0
